scenario,asset,feature_family,start_train_date,end_train_date,start_val_date,end_val_date,feature_path,feature_file,raw_path,raw_file,log_return_path,log_return_file
220,IEUR,TDA_TD_72_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_IEUR_1h_time_delay_72_slice_size_336/features,features_IEUR_1h_time_delay_72_slice_size_336.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
221,IEUR,TDA_TD_72_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_IEUR_1h_time_delay_72_slice_size_504/features,features_IEUR_1h_time_delay_72_slice_size_504.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
222,IEUR,TDA_TD_72_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_IEUR_1h_time_delay_72_slice_size_720/features,features_IEUR_1h_time_delay_72_slice_size_720.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
223,IEUR,TDA_TD_72_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_IEUR_1h_time_delay_72_slice_size_1080/features,features_IEUR_1h_time_delay_72_slice_size_1080.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
224,IEUR,TDA_TD_168_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_IEUR_1h_time_delay_168_slice_size_336/features,features_IEUR_1h_time_delay_168_slice_size_336.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
225,IEUR,TDA_TD_168_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_IEUR_1h_time_delay_168_slice_size_504/features,features_IEUR_1h_time_delay_168_slice_size_504.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
226,IEUR,TDA_TD_168_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_IEUR_1h_time_delay_168_slice_size_720/features,features_IEUR_1h_time_delay_168_slice_size_720.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
227,IEUR,TDA_TD_168_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_IEUR_1h_time_delay_168_slice_size_1080/features,features_IEUR_1h_time_delay_168_slice_size_1080.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
228,IEUR,FRUITS,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-fruits.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
229,IEUR,NetF,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-netf.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
230,IEUR,baseline,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-OLHC_features.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
231,BNBUSDT,TDA_TD_24_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_24_slice_size_72/features,features_BNBUSDT_1h_time_delay_24_slice_size_72.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
232,BNBUSDT,TDA_TD_24_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_24_slice_size_168/features,features_BNBUSDT_1h_time_delay_24_slice_size_168.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
233,BNBUSDT,TDA_TD_48_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_48_slice_size_72/features,features_BNBUSDT_1h_time_delay_48_slice_size_72.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
234,BNBUSDT,TDA_TD_48_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_48_slice_size_168/features,features_BNBUSDT_1h_time_delay_48_slice_size_168.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
235,BNBUSDT,TDA_TD_72_SS_336_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_72_slice_size_336_dimension_3/features,features_BNBUSDT_1h_time_delay_72_slice_size_336_dimension_3.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
236,BNBUSDT,TDA_TD_72_SS_336_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_72_slice_size_336_dimension_4/features,features_BNBUSDT_1h_time_delay_72_slice_size_336_dimension_4.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
237,BNBUSDT,TDA_TD_72_SS_504_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_72_slice_size_504_dimension_3/features,features_BNBUSDT_1h_time_delay_72_slice_size_504_dimension_3.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
238,BNBUSDT,TDA_TD_72_SS_504_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_72_slice_size_504_dimension_4/features,features_BNBUSDT_1h_time_delay_72_slice_size_504_dimension_4.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
239,BNBUSDT,TDA_TD_167_SS_336_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_167_slice_size_336_dimension_3/features,features_BNBUSDT_1h_time_delay_167_slice_size_336_dimension_3.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
240,BNBUSDT,TDA_TD_111_SS_336_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_111_slice_size_336_dimension_4/features,features_BNBUSDT_1h_time_delay_111_slice_size_336_dimension_4.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
241,BNBUSDT,TDA_TD_168_SS_504_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_168_slice_size_504_dimension_3/features,features_BNBUSDT_1h_time_delay_168_slice_size_504_dimension_3.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
242,BNBUSDT,TDA_TD_167_SS_504_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BNBUSDT_1h_time_delay_167_slice_size_504_dimension_4/features,features_BNBUSDT_1h_time_delay_167_slice_size_504_dimension_4.csv,article-1/data,BNBUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BNBUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
243,BTCUSDT,TDA_TD_24_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_24_slice_size_72/features,features_BTCUSDT_1h_time_delay_24_slice_size_72.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
244,BTCUSDT,TDA_TD_24_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_24_slice_size_168/features,features_BTCUSDT_1h_time_delay_24_slice_size_168.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
245,BTCUSDT,TDA_TD_48_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_48_slice_size_72/features,features_BTCUSDT_1h_time_delay_48_slice_size_72.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
246,BTCUSDT,TDA_TD_48_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_48_slice_size_168/features,features_BTCUSDT_1h_time_delay_48_slice_size_168.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
247,BTCUSDT,TDA_TD_72_SS_336_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_72_slice_size_336_dimension_3/features,features_BTCUSDT_1h_time_delay_72_slice_size_336_dimension_3.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
248,BTCUSDT,TDA_TD_72_SS_336_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_72_slice_size_336_dimension_4/features,features_BTCUSDT_1h_time_delay_72_slice_size_336_dimension_4.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
249,BTCUSDT,TDA_TD_72_SS_504_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_72_slice_size_504_dimension_3/features,features_BTCUSDT_1h_time_delay_72_slice_size_504_dimension_3.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
250,BTCUSDT,TDA_TD_72_SS_504_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_72_slice_size_504_dimension_4/features,features_BTCUSDT_1h_time_delay_72_slice_size_504_dimension_4.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
251,BTCUSDT,TDA_TD_167_SS_336_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_167_slice_size_336_dimension_3/features,features_BTCUSDT_1h_time_delay_167_slice_size_336_dimension_3.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
252,BTCUSDT,TDA_TD_111_SS_336_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_111_slice_size_336_dimension_4/features,features_BTCUSDT_1h_time_delay_111_slice_size_336_dimension_4.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
253,BTCUSDT,TDA_TD_168_SS_504_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_168_slice_size_504_dimension_3/features,features_BTCUSDT_1h_time_delay_168_slice_size_504_dimension_3.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
254,BTCUSDT,TDA_TD_167_SS_504_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_BTCUSDT_1h_time_delay_167_slice_size_504_dimension_4/features,features_BTCUSDT_1h_time_delay_167_slice_size_504_dimension_4.csv,article-1/data,BTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-BTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
255,ETHUSDT,TDA_TD_24_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_24_slice_size_72/features,features_ETHUSDT_1h_time_delay_24_slice_size_72.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
256,ETHUSDT,TDA_TD_24_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_24_slice_size_168/features,features_ETHUSDT_1h_time_delay_24_slice_size_168.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
257,ETHUSDT,TDA_TD_48_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_48_slice_size_72/features,features_ETHUSDT_1h_time_delay_48_slice_size_72.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
258,ETHUSDT,TDA_TD_48_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_48_slice_size_168/features,features_ETHUSDT_1h_time_delay_48_slice_size_168.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
259,ETHUSDT,TDA_TD_72_SS_336_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_72_slice_size_336_dimension_3/features,features_ETHUSDT_1h_time_delay_72_slice_size_336_dimension_3.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
260,ETHUSDT,TDA_TD_72_SS_336_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_72_slice_size_336_dimension_4/features,features_ETHUSDT_1h_time_delay_72_slice_size_336_dimension_4.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
261,ETHUSDT,TDA_TD_72_SS_504_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_72_slice_size_504_dimension_3/features,features_ETHUSDT_1h_time_delay_72_slice_size_504_dimension_3.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
262,ETHUSDT,TDA_TD_72_SS_504_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_72_slice_size_504_dimension_4/features,features_ETHUSDT_1h_time_delay_72_slice_size_504_dimension_4.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
263,ETHUSDT,TDA_TD_167_SS_336_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_167_slice_size_336_dimension_3/features,features_ETHUSDT_1h_time_delay_167_slice_size_336_dimension_3.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
264,ETHUSDT,TDA_TD_111_SS_336_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_111_slice_size_336_dimension_4/features,features_ETHUSDT_1h_time_delay_111_slice_size_336_dimension_4.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
265,ETHUSDT,TDA_TD_168_SS_504_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_168_slice_size_504_dimension_3/features,features_ETHUSDT_1h_time_delay_168_slice_size_504_dimension_3.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
266,ETHUSDT,TDA_TD_167_SS_504_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ETHUSDT_1h_time_delay_167_slice_size_504_dimension_4/features,features_ETHUSDT_1h_time_delay_167_slice_size_504_dimension_4.csv,article-1/data,ETHUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ETHUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
267,XRPUSDT,TDA_TD_24_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_24_slice_size_72/features,features_XRPUSDT_1h_time_delay_24_slice_size_72.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
268,XRPUSDT,TDA_TD_24_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_24_slice_size_168/features,features_XRPUSDT_1h_time_delay_24_slice_size_168.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
269,XRPUSDT,TDA_TD_48_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_48_slice_size_72/features,features_XRPUSDT_1h_time_delay_48_slice_size_72.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
270,XRPUSDT,TDA_TD_48_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_48_slice_size_168/features,features_XRPUSDT_1h_time_delay_48_slice_size_168.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
271,XRPUSDT,TDA_TD_72_SS_336_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_72_slice_size_336_dimension_3/features,features_XRPUSDT_1h_time_delay_72_slice_size_336_dimension_3.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
272,XRPUSDT,TDA_TD_72_SS_336_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_72_slice_size_336_dimension_4/features,features_XRPUSDT_1h_time_delay_72_slice_size_336_dimension_4.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
273,XRPUSDT,TDA_TD_72_SS_504_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_72_slice_size_504_dimension_3/features,features_XRPUSDT_1h_time_delay_72_slice_size_504_dimension_3.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
274,XRPUSDT,TDA_TD_72_SS_504_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_72_slice_size_504_dimension_4/features,features_XRPUSDT_1h_time_delay_72_slice_size_504_dimension_4.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
275,XRPUSDT,TDA_TD_167_SS_336_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_167_slice_size_336_dimension_3/features,features_XRPUSDT_1h_time_delay_167_slice_size_336_dimension_3.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
276,XRPUSDT,TDA_TD_111_SS_336_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_111_slice_size_336_dimension_4/features,features_XRPUSDT_1h_time_delay_111_slice_size_336_dimension_4.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
277,XRPUSDT,TDA_TD_168_SS_504_d3,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_168_slice_size_504_dimension_3/features,features_XRPUSDT_1h_time_delay_168_slice_size_504_dimension_3.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
278,XRPUSDT,TDA_TD_167_SS_504_d4,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_167_slice_size_504_dimension_4/features,features_XRPUSDT_1h_time_delay_167_slice_size_504_dimension_4.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
279,ADAUSDT,TDA_TD_24_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_24_slice_size_72/features,features_ADAUSDT_1h_time_delay_24_slice_size_72.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
280,ADAUSDT,TDA_TD_24_SS_168,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_24_slice_size_168/features,features_ADAUSDT_1h_time_delay_24_slice_size_168.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
281,ADAUSDT,TDA_TD_48_SS_72,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_48_slice_size_72/features,features_ADAUSDT_1h_time_delay_48_slice_size_72.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
